Codigo;provincia;es-ES;us-EN;gl-ES
572;5;Rasueros;Rasueros;Rasueros
573;5;Riocabado;Riocabado;Riocabado
574;5;Riofrío;Riofrío;Riofrío
575;5;Rivilla de Barajas;Rivilla de Barajas;Rivilla de Barajas
576;5;Salobral;Salobral;Salobral
577;5;Salvadiós;Salvadiós;Salvadiós
578;5;San Bartolomé de Béjar;San Bartolomé de Béjar;San Bartolomé de Béjar
579;5;San Bartolomé de Corneja;San Bartolomé de Corneja;San Bartolomé de Corneja
580;5;San Bartolomé de Pinares;San Bartolomé de Pinares;San Bartolomé de Pinares
581;5;San Esteban de los Patos;San Esteban de los Patos;San Esteban de los Patos
582;5;San Esteban de Zapardiel;San Esteban de Zapardiel;San Esteban de Zapardiel
583;5;San Esteban del Valle;San Esteban del Valle;San Esteban del Valle
584;5;San García de Ingelmos;San García de Ingelmos;San García de Ingelmos
585;5;San Juan de Gredos;San Juan de Gredos;San Juan de Gredos
586;5;San Juan de la Encinilla;San Juan de la Encinilla;San Juan de la Encinilla
587;5;San Juan de la Nava;San Juan de la Nava;San Juan de la Nava
588;5;San Juan del Molinillo;San Juan del Molinillo;San Juan del Molinillo
589;5;San Juan del Olmo;San Juan del Olmo;San Juan del Olmo
590;5;San Lorenzo de Tormes;San Lorenzo de Tormes;San Lorenzo de Tormes
591;5;San Martín de la Vega del Alberche;San Martín de la Vega del Alberche;San Martín de la Vega del Alberche
592;5;San Martín del Pimpollar;San Martín del Pimpollar;San Martín del Pimpollar
593;5;San Miguel de Corneja;San Miguel de Corneja;San Miguel de Corneja
594;5;San Miguel de Serrezuela;San Miguel de Serrezuela;San Miguel de Serrezuela
595;5;San Pascual;San Pascual;San Pascual
596;5;San Pedro del Arroyo;San Pedro del Arroyo;San Pedro del Arroyo
597;5;San Vicente de Arévalo;San Vicente de Arévalo;San Vicente de Arévalo
598;5;Sanchidrián;Sanchidrián;Sanchidrián
599;5;Sanchorreja;Sanchorreja;Sanchorreja
600;5;Santa Cruz de Pinares;Santa Cruz de Pinares;Santa Cruz de Pinares
601;5;Santa Cruz del Valle;Santa Cruz del Valle;Santa Cruz del Valle
602;5;Santa María de los Caballeros;Santa María de los Caballeros;Santa María de los Caballeros
603;5;Santa María del Arroyo;Santa María del Arroyo;Santa María del Arroyo
604;5;Santa María del Berrocal;Santa María del Berrocal;Santa María del Berrocal
605;5;Santa María del Cubillo;Santa María del Cubillo;Santa María del Cubillo
606;5;Santa María del Tiétar;Santa María del Tiétar;Santa María del Tiétar
607;5;Santiago del Collado;Santiago del Collado;Santiago del Collado
608;5;Santiago del Tormes;Santiago del Tormes;Santiago del Tormes
609;5;Santo Domingo de las Posadas;Santo Domingo de las Posadas;Santo Domingo de las Posadas
610;5;Santo Tomé de Zabarcos;Santo Tomé de Zabarcos;Santo Tomé de Zabarcos
611;5;Serrada;Serrada;Serrada
612;5;Serranillos;Serranillos;Serranillos
613;5;Sigeres;Sigeres;Sigeres
614;5;Sinlabajos;Sinlabajos;Sinlabajos
615;5;Solana de Ávila;Solana de Ávila;Solana de Ávila
616;5;Solana de Rioalmar;Solana de Rioalmar;Solana de Rioalmar
617;5;Solosancho;Solosancho;Solosancho
618;5;Sotalbo;Sotalbo;Sotalbo
619;5;Sotillo de la Adrada;Sotillo de la Adrada;Sotillo de la Adrada
620;5;Tiemblo;Tiemblo;Tiemblo
621;5;Tiñosillos;Tiñosillos;Tiñosillos
622;5;Tolbaños;Tolbaños;Tolbaños
623;5;Tormellas;Tormellas;Tormellas
624;5;Tornadizos de Ávila;Tornadizos de Ávila;Tornadizos de Ávila
625;5;Torre;Torre;Torre
626;5;Tórtoles;Tórtoles;Tórtoles
627;5;Umbrías;Umbrías;Umbrías
628;5;Vadillo de la Sierra;Vadillo de la Sierra;Vadillo de la Sierra
629;5;Valdecasa;Valdecasa;Valdecasa
630;5;Vega de Santa María;Vega de Santa María;Vega de Santa María
631;5;Velayos;Velayos;Velayos
632;5;Villaflor;Villaflor;Villaflor
633;5;Villafranca de la Sierra;Villafranca de la Sierra;Villafranca de la Sierra
634;5;Villanueva de Ávila;Villanueva de Ávila;Villanueva de Ávila
635;5;Villanueva de Gómez;Villanueva de Gómez;Villanueva de Gómez
636;5;Villanueva del Aceral;Villanueva del Aceral;Villanueva del Aceral
637;5;Villanueva del Campillo;Villanueva del Campillo;Villanueva del Campillo
638;5;Villar de Corneja;Villar de Corneja;Villar de Corneja
639;5;Villarejo del Valle;Villarejo del Valle;Villarejo del Valle
640;5;Villatoro;Villatoro;Villatoro
641;5;Viñegra de Moraña;Viñegra de Moraña;Viñegra de Moraña
642;5;Vita;Vita;Vita
643;5;Zapardiel de la Cañada;Zapardiel de la Cañada;Zapardiel de la Cañada
644;5;Zapardiel de la Ribera;Zapardiel de la Ribera;Zapardiel de la Ribera
646;6;Acedera;Acedera;Acedera
647;6;Aceuchal;Aceuchal;Aceuchal
648;6;Ahillones;Ahillones;Ahillones
649;6;Alange;Alange;Alange
650;6;Albuera;Albuera;Albuera
651;6;Alburquerque;Alburquerque;Alburquerque
652;6;Alconchel;Alconchel;Alconchel
653;6;Alconera;Alconera;Alconera
654;6;Aljucén;Aljucén;Aljucén
655;6;Almendral;Almendral;Almendral
656;6;Almendralejo;Almendralejo;Almendralejo
657;6;Arroyo de San Serván;Arroyo de San Serván;Arroyo de San Serván
658;6;Atalaya;Atalaya;Atalaya
659;6;Azuaga;Azuaga;Azuaga
660;6;Badajoz;Badajoz;Badajoz
661;6;Barcarrota;Barcarrota;Barcarrota
662;6;Baterno;Baterno;Baterno
663;6;Benquerencia de la Serena;Benquerencia de la Serena;Benquerencia de la Serena
664;6;Berlanga;Berlanga;Berlanga
665;6;Bienvenida;Bienvenida;Bienvenida
666;6;Bodonal de la Sierra;Bodonal de la Sierra;Bodonal de la Sierra
667;6;Burguillos del Cerro;Burguillos del Cerro;Burguillos del Cerro
668;6;Cabeza del Buey;Cabeza del Buey;Cabeza del Buey
669;6;Cabeza la Vaca;Cabeza la Vaca;Cabeza la Vaca
670;6;Calamonte;Calamonte;Calamonte
671;6;Calera de León;Calera de León;Calera de León
672;6;Calzadilla de los Barros;Calzadilla de los Barros;Calzadilla de los Barros
673;6;Campanario;Campanario;Campanario
674;6;Campillo de Llerena;Campillo de Llerena;Campillo de Llerena
675;6;Capilla;Capilla;Capilla
676;6;Carmonita;Carmonita;Carmonita
677;6;Carrascalejo;Carrascalejo;Carrascalejo
678;6;Casas de Don Pedro;Casas de Don Pedro;Casas de Don Pedro
679;6;Casas de Reina;Casas de Reina;Casas de Reina
680;6;Castilblanco;Castilblanco;Castilblanco
681;6;Castuera;Castuera;Castuera
682;6;Cheles;Cheles;Cheles
683;6;Codosera;Codosera;Codosera
684;6;Cordobilla de LÁ’Â¡cara;Cordobilla de LÁ’Â¡cara;Cordobilla de LÁ’Â¡cara
685;6;Coronada;Coronada;Coronada
686;6;Corte de Peleas;Corte de Peleas;Corte de Peleas
687;6;Cristina;Cristina;Cristina
688;6;Don Álvaro;Don Álvaro;Don Álvaro
689;6;Don Benito;Don Benito;Don Benito
690;6;Entrín Bajo;Entrín Bajo;Entrín Bajo
691;6;Esparragalejo;Esparragalejo;Esparragalejo
692;6;Esparragosa de la Serena;Esparragosa de la Serena;Esparragosa de la Serena
693;6;Esparragosa de Lares;Esparragosa de Lares;Esparragosa de Lares
694;6;Feria;Feria;Feria
695;6;Fregenal de la Sierra;Fregenal de la Sierra;Fregenal de la Sierra
696;6;Fuenlabrada de los Montes;Fuenlabrada de los Montes;Fuenlabrada de los Montes
697;6;Fuente de Cantos;Fuente de Cantos;Fuente de Cantos
698;6;Fuente del Arco;Fuente del Arco;Fuente del Arco
699;6;Fuente del Maestre;Fuente del Maestre;Fuente del Maestre
700;6;Fuentes de León;Fuentes de León;Fuentes de León
701;6;Garbayuela;Garbayuela;Garbayuela
702;6;Garlitos;Garlitos;Garlitos
703;6;Garrovilla;Garrovilla;Garrovilla
704;6;Granja de Torrehermosa;Granja de Torrehermosa;Granja de Torrehermosa
705;6;Guareña;Guareña;Guareña
706;6;Haba;Haba;Haba
707;6;Helechosa de los Montes;Helechosa de los Montes;Helechosa de los Montes
708;6;Herrera del Duque;Herrera del Duque;Herrera del Duque
709;6;Higuera de la Serena;Higuera de la Serena;Higuera de la Serena
710;6;Higuera de Llerena;Higuera de Llerena;Higuera de Llerena
711;6;Higuera de Vargas;Higuera de Vargas;Higuera de Vargas
712;6;Higuera la Real;Higuera la Real;Higuera la Real
713;6;Hinojosa del Valle;Hinojosa del Valle;Hinojosa del Valle
714;6;Hornachos;Hornachos;Hornachos
715;6;Jerez de los Caballeros;Jerez de los Caballeros;Jerez de los Caballeros
716;6;Lapa;Lapa;Lapa
717;6;Llera;Llera;Llera
718;6;Llerena;Llerena;Llerena
719;6;Lobón;Lobón;Lobón
720;6;Magacela;Magacela;Magacela
721;6;Maguilla;Maguilla;Maguilla
722;6;Malcocinado;Malcocinado;Malcocinado
723;6;Malpartida de la Serena;Malpartida de la Serena;Malpartida de la Serena
724;6;Manchita;Manchita;Manchita
725;6;Medellín;Medellín;Medellín
726;6;Medina de las Torres;Medina de las Torres;Medina de las Torres
727;6;Mengabril;Mengabril;Mengabril
728;6;Mérida;Mérida;Mérida
729;6;Mirandilla;Mirandilla;Mirandilla
730;6;Monesterio;Monesterio;Monesterio
731;6;Montemolín;Montemolín;Montemolín
732;6;Monterrubio de la Serena;Monterrubio de la Serena;Monterrubio de la Serena
733;6;Montijo;Montijo;Montijo
734;6;Morera;Morera;Morera
735;6;Nava de Santiago;Nava de Santiago;Nava de Santiago
736;6;Navalvillar de Pela;Navalvillar de Pela;Navalvillar de Pela
737;6;Nogales;Nogales;Nogales
738;6;Oliva de la Frontera;Oliva de la Frontera;Oliva de la Frontera
739;6;Oliva de Mérida;Oliva de Mérida;Oliva de Mérida
740;6;Olivenza;Olivenza;Olivenza
741;6;Orellana de la Sierra;Orellana de la Sierra;Orellana de la Sierra
742;6;Orellana la Vieja;Orellana la Vieja;Orellana la Vieja
743;6;Palomas;Palomas;Palomas
744;6;Parra;Parra;Parra
745;6;Peñalsordo;Peñalsordo;Peñalsordo
746;6;Peraleda del Zaucejo;Peraleda del Zaucejo;Peraleda del Zaucejo
747;6;Puebla de Alcocer;Puebla de Alcocer;Puebla de Alcocer
748;6;Puebla de la Calzada;Puebla de la Calzada;Puebla de la Calzada
749;6;Puebla de la Reina;Puebla de la Reina;Puebla de la Reina
750;6;Puebla de Obando;Puebla de Obando;Puebla de Obando
751;6;Puebla de Sancho Pérez;Puebla de Sancho Pérez;Puebla de Sancho Pérez
752;6;Puebla del Maestre;Puebla del Maestre;Puebla del Maestre
753;6;Puebla del Prior;Puebla del Prior;Puebla del Prior
754;6;Pueblonuevo del Guadiana;Pueblonuevo del Guadiana;Pueblonuevo del Guadiana
755;6;Quintana de la Serena;Quintana de la Serena;Quintana de la Serena
756;6;Reina;Reina;Reina
757;6;Rena;Rena;Rena
758;6;Retamal de Llerena;Retamal de Llerena;Retamal de Llerena
759;6;Ribera del Fresno;Ribera del Fresno;Ribera del Fresno
760;6;Risco;Risco;Risco
761;6;Roca de la Sierra;Roca de la Sierra;Roca de la Sierra
762;6;Salvaleón;Salvaleón;Salvaleón
763;6;Salvatierra de los Barros;Salvatierra de los Barros;Salvatierra de los Barros
764;6;San Pedro de Mérida;San Pedro de Mérida;San Pedro de Mérida
765;6;San Vicente de Alcántara;San Vicente de Alcántara;San Vicente de Alcántara
766;6;Sancti-Spíritus;Sancti-Spíritus;Sancti-Spíritus
767;6;Santa Amalia;Santa Amalia;Santa Amalia
768;6;Santa Marta;Santa Marta;Santa Marta
769;6;Santos de Maimona;Santos de Maimona;Santos de Maimona
770;6;Segura de León;Segura de León;Segura de León
771;6;Siruela;Siruela;Siruela
772;6;Solana de los Barros;Solana de los Barros;Solana de los Barros
773;6;Talarrubias;Talarrubias;Talarrubias
774;6;Talavera la Real;Talavera la Real;Talavera la Real
775;6;Táliga;Táliga;Táliga
776;6;Tamurejo;Tamurejo;Tamurejo
777;6;Torre de Miguel Sesmero;Torre de Miguel Sesmero;Torre de Miguel Sesmero
778;6;Torremayor;Torremayor;Torremayor
779;6;Torremegía;Torremegía;Torremegía
780;6;Trasierra;Trasierra;Trasierra
781;6;Trujillanos;Trujillanos;Trujillanos
782;6;Usagre;Usagre;Usagre
783;6;Valdecaballeros;Valdecaballeros;Valdecaballeros
784;6;Valdelacalzada;Valdelacalzada;Valdelacalzada
785;6;Valdetorres;Valdetorres;Valdetorres
786;6;Valencia de las Torres;Valencia de las Torres;Valencia de las Torres
787;6;Valencia del Mombuey;Valencia del Mombuey;Valencia del Mombuey
788;6;Valencia del Ventoso;Valencia del Ventoso;Valencia del Ventoso
789;6;Valle de la Serena;Valle de la Serena;Valle de la Serena
790;6;Valle de Matamoros;Valle de Matamoros;Valle de Matamoros
791;6;Valle de Santa Ana;Valle de Santa Ana;Valle de Santa Ana
792;6;Valverde de Burguillos;Valverde de Burguillos;Valverde de Burguillos
793;6;Valverde de Leganés;Valverde de Leganés;Valverde de Leganés
794;6;Valverde de Llerena;Valverde de Llerena;Valverde de Llerena
795;6;Valverde de Mérida;Valverde de Mérida;Valverde de Mérida
796;6;Villafranca de los Barros;Villafranca de los Barros;Villafranca de los Barros
797;6;Villagarcía de la Torre;Villagarcía de la Torre;Villagarcía de la Torre
798;6;Villagonzalo;Villagonzalo;Villagonzalo
799;6;Villalba de los Barros;Villalba de los Barros;Villalba de los Barros
800;6;Villanueva de la Serena;Villanueva de la Serena;Villanueva de la Serena
801;6;Villanueva del Fresno;Villanueva del Fresno;Villanueva del Fresno
802;6;Villar de Rena;Villar de Rena;Villar de Rena
803;6;Villar del Rey;Villar del Rey;Villar del Rey
804;6;Villarta de los Montes;Villarta de los Montes;Villarta de los Montes
805;6;Zafra;Zafra;Zafra
806;6;Zahínos;Zahínos;Zahínos
807;6;Zalamea de la Serena;Zalamea de la Serena;Zalamea de la Serena
808;6;Zarza;Zarza;Zarza
809;6;Zarza-Capilla;Zarza-Capilla;Zarza-Capilla
811;7;Alaior;Alaior;Alaior
812;7;Alaró;Alaró;Alaró
813;7;Alcúdia;Alcúdia;Alcúdia
814;7;Algaida;Algaida;Algaida
815;7;Andratx;Andratx;Andratx
816;7;Ariany;Ariany;Ariany
817;7;Artà;Artà;Artà
818;7;Banyalbufar;Banyalbufar;Banyalbufar
819;7;Binissalem;Binissalem;Binissalem
820;7;Búger;Búger;Búger
821;7;Bunyola;Bunyola;Bunyola
822;7;Calvià;Calvià;Calvià
823;7;Campanet;Campanet;Campanet
824;7;Campos;Campos;Campos
825;7;Capdepera;Capdepera;Capdepera
826;7;Castellitx;Castellitx;Castellitx
827;7;Ciutadella de Menorca;Ciutadella de Menorca;Ciutadella de Menorca
828;7;Consell;Consell;Consell
829;7;Costitx;Costitx;Costitx
830;7;Deyá;Deyá;Deyá
831;7;Eivissa;Eivissa;Eivissa
832;7;Escorca;Escorca;Escorca
833;7;Esporles;Esporles;Esporles
834;7;Estellencs;Estellencs;Estellencs
835;7;Felanitx;Felanitx;Felanitx
836;7;Ferreries;Ferreries;Ferreries
837;7;Formentera;Formentera;Formentera
838;7;Fornalutx;Fornalutx;Fornalutx
839;7;Inca;Inca;Inca
840;7;Lloret de Vistalegre;Lloret de Vistalegre;Lloret de Vistalegre
841;7;Lloseta;Lloseta;Lloseta
842;7;Llubí;Llubí;Llubí
843;7;Llucmajor;Llucmajor;Llucmajor
844;7;Manacor;Manacor;Manacor
845;7;Mancor de la Vall;Mancor de la Vall;Mancor de la Vall
846;7;Maó;Maó;Maó
847;7;Maria de la Salut;Maria de la Salut;Maria de la Salut
848;7;Marratxí;Marratxí;Marratxí
849;7;Mercadal;Mercadal;Mercadal
850;7;Migjorn Gran;Migjorn Gran;Migjorn Gran
851;7;Montu;Montu;Montu
852;7;Muro;Muro;Muro
853;7;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca
854;7;Petra;Petra;Petra
855;7;Pobla;Pobla;Pobla
856;7;Pollença;Pollença;Pollença
857;7;Porreres;Porreres;Porreres
858;7;Puigpunyent;Puigpunyent;Puigpunyent
859;7;Salines;Salines;Salines
860;7;Sant Antoni de Portmany;Sant Antoni de Portmany;Sant Antoni de Portmany
861;7;Sant Joan;Sant Joan;Sant Joan
862;7;Sant Joan de Labritja;Sant Joan de Labritja;Sant Joan de Labritja
863;7;Sant Josep de sa Talaia;Sant Josep de sa Talaia;Sant Josep de sa Talaia
864;7;Sant Llorençdes Cardassar;Sant Llorençdes Cardassar;Sant Llorençdes Cardassar
865;7;Sant Lluís;Sant Lluís;Sant Lluís
866;7;Santa Eugénia;Santa Eugénia;Santa Eugénia
867;7;Santa Eulalia del Río;Santa Eulalia del Río;Santa Eulalia del Río
868;7;Santa Margalida;Santa Margalida;Santa Margalida
869;7;Santa María del Camí;Santa María del Camí;Santa María del Camí
870;7;Santanyí;Santanyí;Santanyí
871;7;Selva;Selva;Selva
872;7;Sencelles;Sencelles;Sencelles
873;7;Sineu;Sineu;Sineu
874;7;Sóller;Sóller;Sóller
875;7;Son Servera;Son Servera;Son Servera
876;7;Valldemossa;Valldemossa;Valldemossa
877;7;Vilafranca de Bonany;Vilafranca de Bonany;Vilafranca de Bonany
879;8;Abrera;Abrera;Abrera
880;8;Aguilar de Segarra;Aguilar de Segarra;Aguilar de Segarra
881;8;Aiguafreda;Aiguafreda;Aiguafreda
882;8;Alella;Alella;Alella
883;8;Alpens;Alpens;Alpens
884;8;Ametlla del Vallés;Ametlla del Vallés;Ametlla del Vallés
885;8;Arenys de Mar;Arenys de Mar;Arenys de Mar
886;8;Arenys de Munt;Arenys de Munt;Arenys de Munt
887;8;Argençola;Argençola;Argençola
888;8;Argentona;Argentona;Argentona
889;8;Artés;Artés;Artés
890;8;Avià;Avià;Avià
891;8;Avinyó;Avinyó;Avinyó
892;8;Avinyonet del Penedés;Avinyonet del Penedés;Avinyonet del Penedés
893;8;Badalona;Badalona;Badalona
894;8;Badia del Vallés;Badia del Vallés;Badia del Vallés
895;8;Bagà;Bagà;Bagà
896;8;Balenyà;Balenyà;Balenyà
897;8;Balsareny;Balsareny;Balsareny
898;8;Barberà del Vallés;Barberà del Vallés;Barberà del Vallés
899;8;Barcelona;Barcelona;Barcelona
900;8;Begues;Begues;Begues
901;8;Bellprat;Bellprat;Bellprat
902;8;Berga;Berga;Berga
903;8;Bigues i Riells;Bigues i Riells;Bigues i Riells
904;8;Borredà;Borredà;Borredà
905;8;Bruc;Bruc;Bruc
906;8;Brull;Brull;Brull
907;8;Cabanyes;Cabanyes;Cabanyes
908;8;Cabrera de Mar;Cabrera de Mar;Cabrera de Mar
909;8;Cabrera dIgualada;Cabrera dIgualada;Cabrera dIgualada
910;8;Cabrils;Cabrils;Cabrils
911;8;Calaf;Calaf;Calaf
912;8;Calders;Calders;Calders
913;8;Caldes de Montbui;Caldes de Montbui;Caldes de Montbui
914;8;Caldes dEstrac;Caldes dEstrac;Caldes dEstrac
915;8;Calella;Calella;Calella
916;8;Calldetenes;Calldetenes;Calldetenes
917;8;Callús;Callús;Callús
918;8;Calonge de Segarra;Calonge de Segarra;Calonge de Segarra
919;8;Campins;Campins;Campins
920;8;Canet de Mar;Canet de Mar;Canet de Mar
921;8;Canovelles;Canovelles;Canovelles
922;8;Cànoves i Samalús;Cànoves i Samalús;Cànoves i Samalús
923;8;Canyelles;Canyelles;Canyelles
924;8;Capellades;Capellades;Capellades
925;8;Capolat;Capolat;Capolat
926;8;Cardedeu;Cardedeu;Cardedeu
927;8;Cardona;Cardona;Cardona
928;8;Carme;Carme;Carme
929;8;Casserres;Casserres;Casserres
930;8;Castell de lAreny;Castell de lAreny;Castell de lAreny
931;8;Castellar de nHug;Castellar de nHug;Castellar de nHug
932;8;Castellar del Riu;Castellar del Riu;Castellar del Riu
933;8;Castellar del Vallés;Castellar del Vallés;Castellar del Vallés
934;8;Castellbell i el Vilar;Castellbell i el Vilar;Castellbell i el Vilar
935;8;Castellbisbal;Castellbisbal;Castellbisbal
936;8;Castellcir;Castellcir;Castellcir
937;8;Castelldefels;Castelldefels;Castelldefels
938;8;Castellet i la Gornal;Castellet i la Gornal;Castellet i la Gornal
939;8;Castellfollit de Riubregós;Castellfollit de Riubregós;Castellfollit de Riubregós
940;8;Castellfollit del Boix;Castellfollit del Boix;Castellfollit del Boix
941;8;Castellgalí;Castellgalí;Castellgalí
942;8;Castellnou de Bages;Castellnou de Bages;Castellnou de Bages
943;8;Castellolí;Castellolí;Castellolí
944;8;Castellterçol;Castellterçol;Castellterçol
945;8;Castellvide la Marca;Castellvide la Marca;Castellvide la Marca
946;8;Castellvide Rosanes;Castellvide Rosanes;Castellvide Rosanes
947;8;Centelles;Centelles;Centelles
948;8;Cercs;Cercs;Cercs
949;8;Cerdanyola del Valles;Cerdanyola del Valles;Cerdanyola del Valles
950;8;Cervelló;Cervelló;Cervelló
951;8;Collbató;Collbató;Collbató
952;8;Collsuspina;Collsuspina;Collsuspina
953;8;Copons;Copons;Copons
954;8;Corbera de Llobregat;Corbera de Llobregat;Corbera de Llobregat
955;8;Cornellàde Llobregat;Cornellàde Llobregat;Cornellàde Llobregat
956;8;Cubelles;Cubelles;Cubelles
957;8;Dosrius;Dosrius;Dosrius
958;8;Esparreguera;Esparreguera;Esparreguera
959;8;Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat
960;8;Espunyola;Espunyola;Espunyola
961;8;Estany;Estany;Estany
962;8;Figaró-Montmany;Figaró-Montmany;Figaró-Montmany
963;8;Fígols;Fígols;Fígols
964;8;Fogars de la Selva;Fogars de la Selva;Fogars de la Selva
965;8;Fogars de Montclús;Fogars de Montclús;Fogars de Montclús
966;8;Folgueroles;Folgueroles;Folgueroles
967;8;Fonollosa;Fonollosa;Fonollosa
968;8;Font-rubí;Font-rubí;Font-rubí
969;8;Franqueses del Vallés;Franqueses del Vallés;Franqueses del Vallés
970;8;Gaià;Gaià;Gaià
971;8;Gallifa;Gallifa;Gallifa
972;8;Garriga;Garriga;Garriga
973;8;Gavà;Gavà;Gavà
974;8;Gelida;Gelida;Gelida
975;8;Gironella;Gironella;Gironella
976;8;Gisclareny;Gisclareny;Gisclareny
977;8;Granada;Granada;Granada
978;8;Granera;Granera;Granera
979;8;Granollers;Granollers;Granollers
980;8;Gualba;Gualba;Gualba
981;8;Guardiola de Berguedà;Guardiola de Berguedà;Guardiola de Berguedà
982;8;Gurb;Gurb;Gurb
983;8;Hospitalet de Llobregat;Hospitalet de Llobregat;Hospitalet de Llobregat
984;8;Hostalets de Pierola;Hostalets de Pierola;Hostalets de Pierola
985;8;Igualada;Igualada;Igualada
986;8;Jorba;Jorba;Jorba
987;8;Llacuna;Llacuna;Llacuna
988;8;Llagosta;Llagosta;Llagosta
989;8;Lliça dAmunt;Lliça dAmunt;Lliça dAmunt
990;8;Lliçade Vall;Lliçade Vall;Lliçade Vall
991;8;Llinars del Valles;Llinars del Valles;Llinars del Valles
992;8;Lluça;Lluça;Lluça
993;8;Malgrat de Mar;Malgrat de Mar;Malgrat de Mar
994;8;Malla;Malla;Malla
995;8;Manlleu;Manlleu;Manlleu
996;8;Manresa;Manresa;Manresa
997;8;Marganell;Marganell;Marganell
998;8;Martorell;Martorell;Martorell
999;8;Martorelles;Martorelles;Martorelles
1000;8;Masies de Roda;Masies de Roda;Masies de Roda
1001;8;Masies de Voltregà;Masies de Voltregà;Masies de Voltregà
1002;8;Masnou;Masnou;Masnou
1003;8;Masquefa;Masquefa;Masquefa
1004;8;Matadepera;Matadepera;Matadepera
1005;8;Mataró;Mataró;Mataró
1006;8;Mediona;Mediona;Mediona
1007;8;Moià;Moià;Moià
1008;8;Molins de Rei;Molins de Rei;Molins de Rei
1009;8;Mollet del Vallés;Mollet del Vallés;Mollet del Vallés
1010;8;Monistrol de Calders;Monistrol de Calders;Monistrol de Calders
1011;8;Monistrol de Montserrat;Monistrol de Montserrat;Monistrol de Montserrat
1012;8;Montcada i Reixac;Montcada i Reixac;Montcada i Reixac
1013;8;Montclar;Montclar;Montclar
1014;8;Montesquiu;Montesquiu;Montesquiu
1015;8;Montgat;Montgat;Montgat
1016;8;Montmajor;Montmajor;Montmajor
1017;8;Montmaneu;Montmaneu;Montmaneu
1018;8;Montmeló;Montmeló;Montmeló
1019;8;Montornes del Valles;Montornes del Valles;Montornes del Valles
1020;8;Montseny;Montseny;Montseny
1021;8;Muntanyola;Muntanyola;Muntanyola
